instances,source,feature_lanes_count,feature_vehicles_count,feature_vehicles_density,feature_episode_duration,feature_ego_spacing,feature_policy_frequency,feature_simulation_frequency,feature_collision_reward,feature_right_lane_reward,feature_high_speed_reward,feature_lane_change_reward,feature_reward_speed_min,feature_reward_speed_max,feature_observation_vehicles_count,feature_traffic_intensity_index,feature_vehicles_per_second,feature_action_space_size,feature_action_branching_factor,feature_observation_space_dim,feature_random_episodes,feature_random_total_steps,feature_random_mean_episode_return,feature_random_std_episode_return,feature_random_mean_episode_length,feature_random_std_episode_length,feature_random_collision_rate,feature_random_timeout_rate,feature_random_mean_speed,feature_random_std_speed,feature_random_action_entropy,feature_random_obs_mean,feature_random_obs_std,feature_random_obs_mean_abs,feature_random_obs_zero_fraction,feature_random_obs_flat_dim,feature_random_return_min,feature_random_return_max,feature_random_return_median,feature_random_return_p10,feature_random_return_p90,feature_random_length_min,feature_random_length_max,feature_random_speed_min,feature_random_speed_max,feature_random_return_per_step,feature_random_reward_snr,feature_random_speed_cv,feature_random_safety_index,feature_random_timeout_pressure,feature_random_safety_vs_speed,feature_idm_episodes,feature_idm_total_steps,feature_idm_mean_episode_return,feature_idm_std_episode_return,feature_idm_mean_episode_length,feature_idm_std_episode_length,feature_idm_collision_rate,feature_idm_timeout_rate,feature_idm_mean_speed,feature_idm_std_speed,feature_idm_action_entropy,feature_idm_obs_mean,feature_idm_obs_std,feature_idm_obs_mean_abs,feature_idm_obs_zero_fraction,feature_idm_obs_flat_dim,feature_idm_return_min,feature_idm_return_max,feature_idm_return_median,feature_idm_return_p10,feature_idm_return_p90,feature_idm_length_min,feature_idm_length_max,feature_idm_speed_min,feature_idm_speed_max,feature_idm_return_per_step,feature_idm_reward_snr,feature_idm_speed_cv,feature_idm_safety_index,feature_idm_timeout_pressure,feature_idm_safety_vs_speed,feature_idm_return_gain,feature_idm_return_ratio,feature_idm_collision_reduction,feature_idm_timeout_reduction,feature_idm_speed_gain,feature_random_reward_stochasticity,feature_stability_gap,feature_action_entropy_random,feature_obs_complexity,feature_difficulty_index,feature_safety_gap,feature_speed_safety_tradeoff,feature_timeout_sensitivity,algo_a2c_mean_reward,algo_ppo_mean_reward,algo_dqn_mean_reward
373,highway-fast-v0_GrayscaleObservation,5.0,35.0,0.6,45.0,3.6,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,,4.2,0.7777777777777778,5.0,5.0,32768.0,10.0,214.0,16.877794924480536,10.530013532087619,21.4,13.462540622037134,0.9,0.1,23.9635511185261,4.057139519847304,1.6039757779762809,104.29896640777588,50.07805681964211,104.29896640777588,0.06696428571428571,32768.0,3.5623779748615436,35.364347292485824,16.370680226177818,4.222232599286227,31.53080840594237,5.0,45.0,10.240336318145115,29.99999954679458,0.7886820058168476,1.6028273154846677,0.1693045964045852,0.09999999999999998,0.1,2.3963551118526096,5.0,225.0,37.086470489790514,0.0,45.0,0.0,0.0,1.0,23.357775117524135,1.5206864814706522,3.8066624897703196,108.19102212657099,46.78008471355105,108.19102212657099,0.03260869565217391,32768.0,37.086470489790514,37.086470489790514,37.086470489790514,37.086470489790514,37.086470489790514,45.0,45.0,17.795414818028377,24.1498111840411,0.8241437886620114,37086470.489790514,0.0651040781373771,1.0,1.0,23.357775117524135,20.208675565309978,2.197352702671214,0.9,-0.9,-0.605776001001967,0.6238974318213123,10.530013532087619,1.6039757779762809,32768,2.6203692136495116,0.9,20.961420005671524,0.1,30.287022116903653,34.19374503413756,14.614684408288179
374,highway-fast-v0_TimeToCollision,5.0,35.0,0.6,45.0,3.6,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,,4.2,0.7777777777777778,5.0,5.0,90.0,10.0,241.0,18.99157770078051,12.116726172775774,24.1,14.862368586466964,0.9,0.2,24.250141820468855,4.034609867393558,1.5986399784266072,0.14411243913235944,0.3378899681292705,0.14411243913235944,0.8375387339530765,90.0,2.9293542947697806,36.094019857571645,19.537468877778352,4.099174639009132,36.031691326949584,4.0,45.0,12.65242609614374,29.999997017466665,0.7880322697419299,1.5673851057281671,0.16637468477043604,0.09999999999999998,0.2,2.425014182046885,5.0,225.0,37.086470489790514,0.0,45.0,0.0,0.0,1.0,23.357775117524135,1.5206864814706522,3.8066624897703196,0.33007246376811594,0.46656468302332366,0.33007246376811594,0.6630434782608695,90.0,37.086470489790514,37.086470489790514,37.086470489790514,37.086470489790514,37.086470489790514,45.0,45.0,17.795414818028377,24.1498111840411,0.8241437886620114,37086470.489790514,0.0651040781373771,1.0,1.0,23.357775117524135,18.094892789010004,1.9527850250946406,0.9,-0.8,-0.8923667029447202,0.6380052108189301,12.116726172775774,1.5986399784266072,90,2.6796218854395066,0.9,20.932760935477248,0.2,39.77060981064194,33.98051479331686,41.25715927678254
375,highway-fast-v0_Kinematics,5.0,35.0,0.7,45.0,3.5,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,15.0,4.9,0.7777777777777778,5.0,5.0,75.0,10.0,229.0,18.52003459120997,10.568137438876553,22.9,13.232157798333574,0.9,0.1,25.23695368035674,4.279139023480974,1.5916574744729548,0.19346827508349132,0.37351170378855614,0.2214313851307293,0.4511018131101813,75.0,4.081423131156447,34.61177840004626,19.420255245351175,7.782614520347939,34.57053628468495,6.0,45.0,12.925111545227242,29.999999999997378,0.808735134987335,1.7524405739312727,0.1695584541668831,0.09999999999999998,0.1,2.5236953680356735,5.0,225.0,33.69264500506591,0.0,45.0,0.0,0.0,1.0,22.272584130235757,0.5775004821919262,3.8066624897703196,0.1878562180892281,0.36060096400178493,0.2029807414179263,0.5263768115942029,75.0,33.69264500506591,33.69264500506591,33.69264500506591,33.69264500506591,33.69264500506591,45.0,45.0,20.515006245687648,23.125009992142814,0.7487254445570203,33692645.00506592,0.025928758552950845,1.0,1.0,22.272584130235757,15.172610413855942,1.8192537935001165,0.9,-0.9,-2.964369550120985,0.5706326743719883,10.568137438876553,1.5916574744729548,75,2.796100104422743,0.9,19.74888876220008,0.1,32.8509448832488,33.93744090659714,21.44947644682937
376,highway-fast-v0_GrayscaleObservation,5.0,35.0,0.7,45.0,3.5,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,,4.9,0.7777777777777778,5.0,5.0,32768.0,10.0,244.0,19.376306396961972,9.894188906102459,24.4,12.34665946724052,0.8,0.2,24.17551889667413,4.021234430154318,1.6068022887287183,105.18040081835169,49.38064459423863,105.18040081835169,0.05905511811023622,32768.0,8.083646293154821,36.094981594608186,15.231182058902547,9.070749499167018,35.20709138301381,10.0,45.0,9.557334254731254,29.999999992040276,0.7941109179082776,1.9583519803891385,0.16633497220911994,0.19999999999999996,0.2,4.835103779334825,5.0,225.0,33.69264500506591,0.0,45.0,0.0,0.0,1.0,22.272584130235757,0.5775004821919262,3.8066624897703196,108.1836348823879,46.87423732842972,108.1836348823879,0.03260869565217391,32768.0,33.69264500506591,33.69264500506591,33.69264500506591,33.69264500506591,33.69264500506591,45.0,45.0,20.515006245687648,23.125009992142814,0.7487254445570203,33692645.00506592,0.025928758552950845,1.0,1.0,22.272584130235757,14.31633860810394,1.7388578904538132,0.8,-0.8,-1.9029347664383742,0.5106333577084856,9.894188906102459,1.6068022887287183,32768,2.5021034527715798,0.8,17.43748035090093,0.2,32.28355450236971,33.701459665846286,10.12977883096784
377,highway-fast-v0_TimeToCollision,5.0,35.0,0.7,45.0,3.5,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,,4.9,0.7777777777777778,5.0,5.0,90.0,10.0,172.0,13.760058854474966,10.256716278863484,17.2,12.408061895396878,1.0,0.0,25.284920979046277,3.8388796091869097,1.6009709897769415,0.14737484737484738,0.3388947342910878,0.14737484737484738,0.8310134310134311,90.0,1.9634628303047752,33.0220315733954,11.520805690147027,1.9780469101519333,28.603337257273463,3.0,39.0,12.799702896034955,29.999999993173095,0.8000034217718004,1.3415655789626755,0.1518248548430644,0.0,0.0,0.0,5.0,225.0,33.69264500506591,0.0,45.0,0.0,0.0,1.0,22.272584130235757,0.5775004821919262,3.8066624897703196,0.0893719806763285,0.2609590113250146,0.0893719806763285,0.8840579710144928,90.0,33.69264500506591,33.69264500506591,33.69264500506591,33.69264500506591,33.69264500506591,45.0,45.0,20.515006245687648,23.125009992142814,0.7487254445570203,33692645.00506592,0.025928758552950845,1.0,1.0,22.272584130235757,19.932586150590947,2.448582735932547,1.0,-1.0,-3.01233684881052,0.7453976499621007,10.256716278863484,1.6009709897769415,90,3.6524484848142937,1.0,22.272584130235757,0.0,35.07392740823505,33.71148191510412,40.583261989105246
378,highway-fast-v0_Kinematics,5.0,35.0,0.8,45.0,3.4,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,15.0,5.6,0.7777777777777778,5.0,5.0,75.0,10.0,195.0,15.703398724211445,11.38761287584156,19.5,14.527560015363902,0.9,0.1,25.240204302615016,4.346512651954008,1.5970104708515798,0.2168800704459834,0.3909171076810067,0.2500163737971608,0.37515447154471543,75.0,1.9630006968016176,35.91454555538434,11.261170420974164,1.9780006968016175,31.153048730959306,3.0,45.0,12.79965793875429,29.999999999997637,0.80530249867751,1.3789893910545807,0.1722059151200203,0.09999999999999998,0.1,2.5240204302615012,5.0,225.0,35.2009243105363,0.0,45.0,0.0,0.0,1.0,23.12352730147818,0.8854562556304417,3.8066624897703196,0.21297468461852143,0.3841847282299598,0.23859771286231884,0.4608695652173913,75.0,35.2009243105363,35.2009243105363,35.2009243105363,35.2009243105363,35.2009243105363,45.0,45.0,19.000000000000004,23.852529361817567,0.7822427624563623,35200924.3105363,0.03829243721313233,1.0,1.0,23.12352730147818,19.497525586324855,2.241611684650913,0.9,-0.9,-2.1166770011368357,0.7251686307318651,11.38761287584156,1.5970104708515798,75,4.060944332098444,0.9,20.59950687121668,0.1,33.8154321192836,33.515559370353685,29.560592611957038
379,highway-fast-v0_GrayscaleObservation,5.0,35.0,0.8,45.0,3.4,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,,5.6,0.7777777777777778,5.0,5.0,32768.0,10.0,154.0,12.111016772080896,8.872106461997259,15.4,11.16422858956229,0.9,0.1,24.784592936234063,4.421905020028196,1.6061569526223525,101.54105414413824,52.202686228205515,101.54105414413824,0.09146341463414634,32768.0,3.2827612908541384,35.36417291539259,10.341063018300906,3.764198558814847,20.40821303681826,5.0,45.0,10.063328092638807,29.99999954677872,0.7864296605247335,1.3650665102916266,0.1784134543985226,0.09999999999999998,0.1,2.4784592936234056,5.0,225.0,35.2009243105363,0.0,45.0,0.0,0.0,1.0,23.12352730147818,0.8854562556304417,3.8066624897703196,108.17484250275984,46.849309374176926,108.17484250275984,0.03260869565217391,32768.0,35.2009243105363,35.2009243105363,35.2009243105363,35.2009243105363,35.2009243105363,45.0,45.0,19.000000000000004,23.852529361817567,0.7822427624563623,35200924.3105363,0.03829243721313233,1.0,1.0,23.12352730147818,23.089907538455407,2.9065207378098115,0.9,-0.9,-1.6610656347558823,0.7325648949545607,8.872106461997259,1.6061569526223525,32768,4.102363411745539,0.9,20.645068007854775,0.1,32.27022116903638,33.35618956977133,28.561876118813082
380,highway-fast-v0_TimeToCollision,5.0,35.0,0.8,45.0,3.4,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,,5.6,0.7777777777777778,5.0,5.0,90.0,10.0,238.0,19.275585772149995,12.63820488060433,23.8,15.580757362849853,0.8,0.2,24.95616635959705,4.321609695484606,1.603094257006413,0.17264784946236558,0.3624050680352982,0.17264784946236558,0.8043458781362007,90.0,3.9827679844783694,38.0416146562842,12.65625300173905,6.2010046160654255,35.79271409606211,6.0,45.0,10.236936115360455,29.999999999866063,0.8098985618550418,1.5251837131195936,0.17316800425377435,0.19999999999999996,0.2,4.991233271919409,5.0,225.0,35.2009243105363,0.0,45.0,0.0,0.0,1.0,23.12352730147818,0.8854562556304417,3.8066624897703196,0.07753623188405798,0.24431253720799723,0.07753623188405798,0.898792270531401,90.0,35.2009243105363,35.2009243105363,35.2009243105363,35.2009243105363,35.2009243105363,45.0,45.0,19.000000000000004,23.852529361817567,0.7822427624563623,35200924.3105363,0.03829243721313233,1.0,1.0,23.12352730147818,15.925338538386306,1.8261921012643703,0.8,-0.8,-1.8326390581188683,0.6556586333789032,12.63820488060433,1.603094257006413,90,3.6716883469218575,0.8,18.13229402955877,0.2,34.28754904817464,33.35944995192632,14.237303185406358
381,highway-fast-v0_Kinematics,5.0,35.0,0.9,40.0,3.3,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,15.0,6.3,0.875,5.0,5.0,75.0,10.0,120.0,9.188928751177652,8.864511469812767,12.0,11.549891774384728,0.9,0.1,24.500665203434554,4.313118881515775,1.603765860181256,0.23260367016914563,0.4026675785094915,0.2694030067248222,0.35517948717948716,75.0,1.2630006968016174,31.32947041639826,7.099097650286373,1.2630006968016174,20.36542435740857,2.0,40.0,12.107793237149812,29.999999992158358,0.7657440625981377,1.0365971938636958,0.17604088173370377,0.09999999999999998,0.1,2.450066520343455,5.0,200.0,30.446829149626176,0.0,40.0,0.0,0.0,1.0,23.48508881089695,1.1142442445284284,3.6888794541139363,0.2605845728928481,0.3901546855998359,0.269058128915182,0.4299186991869919,75.0,30.446829149626176,30.446829149626176,30.446829149626176,30.446829149626176,30.446829149626176,40.0,40.0,19.000000000000004,24.07588589722487,0.7611707287406544,30446829.149626177,0.0474447512656062,1.0,1.0,23.48508881089695,21.257900398448523,3.3134249552538058,0.9,-0.9,-1.0155763925376036,0.9646946608419432,8.864511469812767,1.603765860181256,75,6.077576363304242,0.9,21.035022290553496,0.1,29.123213281165242,29.520523606440072,16.46896128100503
382,highway-fast-v0_GrayscaleObservation,5.0,35.0,0.9,40.0,3.3,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,,6.3,0.875,5.0,5.0,32768.0,10.0,157.0,11.92980106931402,8.665592093717994,15.7,11.3758516164725,0.9,0.1,23.659859123339487,4.500892325412006,1.6001543597536425,101.72777790366533,52.10405792228225,101.72777790366533,0.08982035928143713,32768.0,2.5993772761251948,29.69291647844718,9.997366461189586,2.599377276826862,22.497157903422504,4.0,40.0,11.578538409743862,29.999999948294167,0.7598599407206383,1.3766860433318029,0.190233260127014,0.09999999999999998,0.1,2.365985912333948,5.0,200.0,30.446829149626176,0.0,40.0,0.0,0.0,1.0,23.48508881089695,1.1142442445284284,3.6888794541139363,107.74488049018674,47.31520043735923,107.74488049018674,0.036585365853658534,32768.0,30.446829149626176,30.446829149626176,30.446829149626176,30.446829149626176,30.446829149626176,40.0,40.0,19.000000000000004,24.07588589722487,0.7611707287406544,30446829.149626177,0.0474447512656062,1.0,1.0,23.48508881089695,18.517028080312155,2.5521654904855358,0.9,-0.9,-0.17477031244253638,0.7263818832340675,8.665592093717994,1.6001543597536425,32768,4.576205864374625,0.9,21.119102898563003,0.1,28.686887835703033,29.49652646150174,13.789308986176882
383,highway-fast-v0_TimeToCollision,5.0,35.0,0.9,40.0,3.3,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,,6.3,0.875,5.0,5.0,90.0,10.0,195.0,14.735497094872965,10.782276633961864,19.5,13.778606605894517,0.7,0.3,22.985459086720347,3.9443742163505755,1.5960844497131819,0.16433604336043361,0.355501334354706,0.16433604336043361,0.8137669376693767,90.0,4.833894551619206,31.317929548805093,9.29665238969779,4.93811009110393,30.63677771204182,7.0,40.0,12.284928995017344,29.999999940452525,0.7556665176857931,1.3666404812707946,0.17160301344715756,0.30000000000000004,0.3,6.895637726016105,5.0,200.0,30.446829149626176,0.0,40.0,0.0,0.0,1.0,23.48508881089695,1.1142442445284284,3.6888794541139363,0.34092140921409214,0.4681222558242816,0.34092140921409214,0.6479674796747967,90.0,30.446829149626176,30.446829149626176,30.446829149626176,30.446829149626176,30.446829149626176,40.0,40.0,19.000000000000004,24.07588589722487,0.7611707287406544,30446829.149626177,0.0474447512656062,1.0,1.0,23.48508881089695,15.71133205475321,2.06622327617278,0.7,-0.7,0.4996297241766037,0.7317212193670891,10.782276633961864,1.5960844497131819,90,4.609843682012661,0.7,16.589451084880846,0.3,30.133842898608453,29.824018417632185,18.309096181607735
384,highway-fast-v0_Kinematics,5.0,40.0,0.95,40.0,3.2,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,15.0,7.6,1.0,5.0,5.0,75.0,10.0,131.0,10.116509308853404,7.999147838881174,13.1,10.737318100903968,0.9,0.1,24.217066878108614,4.633906809694476,1.5902991983654116,0.24171532037973967,0.41673525690926655,0.2890767610157635,0.27404255319148935,75.0,1.7991083676268862,28.850405725136476,8.823101612229038,1.8735483133094248,17.087981099788824,3.0,40.0,10.24,29.99999999998209,0.772252618996443,1.2646982213508082,0.19134879717966874,0.09999999999999998,0.1,2.421706687810861,5.0,200.0,30.376338790679846,0.0,40.0,0.0,0.0,1.0,23.389198209297703,1.1876356733452595,3.6888794541139363,0.28222902561590923,0.3980293784623242,0.2912433382359947,0.37203252032520323,75.0,30.376338790679846,30.376338790679846,30.376338790679846,30.376338790679846,30.376338790679846,40.0,40.0,19.000000000000004,24.059103277606713,0.7594084697669962,30376338.790679846,0.05077709855381236,1.0,1.0,23.389198209297703,20.259829481826443,3.0026499122030423,0.9,-0.9,-0.8278686688109111,0.7907022871197756,7.999147838881174,1.5902991983654116,75,6.009337382110295,0.9,20.967491521486842,0.1,29.130151724022916,29.508925563873124,7.5976895329710885
385,highway-fast-v0_GrayscaleObservation,5.0,40.0,0.95,40.0,3.2,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,,7.6,1.0,5.0,5.0,32768.0,10.0,228.0,17.024365193425457,11.500610282446512,22.8,14.7770091696527,0.7,0.3,22.526626270064625,3.3796358296744486,1.595013979667534,104.7277860240776,49.80875936277346,104.7277860240776,0.06302521008403361,32768.0,1.6996888806753487,32.481694159965095,17.773700878064208,1.9066695151889907,31.113823957021182,3.0,40.0,9.557333333333332,29.999801989362105,0.7466826839221691,1.48030089664972,0.15002848802694968,0.30000000000000004,0.3,6.757987881019389,5.0,200.0,30.376338790679846,0.0,40.0,0.0,0.0,1.0,23.389198209297703,1.1876356733452595,3.6888794541139363,107.73898985327745,47.34562407885187,107.73898985327745,0.036585365853658534,32768.0,30.376338790679846,30.376338790679846,30.376338790679846,30.376338790679846,30.376338790679846,40.0,40.0,19.000000000000004,24.059103277606713,0.7594084697669962,30376338.790679846,0.05077709855381236,1.0,1.0,23.389198209297703,13.35197359725439,1.7842860313008722,0.7,-0.7,0.862571939233078,0.6755382345386736,11.500610282446512,1.595013979667534,32768,5.1340905824939185,0.7,16.631210328278314,0.3,28.686887835703033,29.341606623525944,18.436017741625907
386,highway-fast-v0_TimeToCollision,5.0,40.0,0.95,40.0,3.2,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,,7.6,1.0,5.0,5.0,90.0,10.0,146.0,10.825993624132114,9.496803786572045,14.6,12.15072014326723,0.9,0.1,22.578790248238356,4.172997691042122,1.5847736966123787,0.16663105413105414,0.353544994744863,0.16663105413105414,0.8056267806267806,90.0,1.086333722840353,29.2307113063536,8.183698025061416,1.6230736187917911,25.032879913103073,2.0,40.0,10.240000000000002,29.999996566192557,0.7415064126117886,1.1399616889503161,0.1848193574741388,0.09999999999999998,0.1,2.257879024823835,5.0,200.0,30.376338790679846,0.0,40.0,0.0,0.0,1.0,23.389198209297703,1.1876356733452595,3.6888794541139363,0.3551490514905149,0.4706356101196025,0.3551490514905149,0.6298102981029811,90.0,30.376338790679846,30.376338790679846,30.376338790679846,30.376338790679846,30.376338790679846,40.0,40.0,19.000000000000004,24.059103277606713,0.7594084697669962,30376338.790679846,0.05077709855381236,1.0,1.0,23.389198209297703,19.550345166547732,2.80587048537492,0.9,-0.9,0.8104079610593473,0.8772222891560298,9.496803786572045,1.5847736966123787,90,6.666889397585827,0.9,21.131319184473867,0.1,30.164202313699786,29.64635529318278,35.3930363985971
387,highway-fast-v0_Kinematics,5.0,40.0,1.05,40.0,3.2,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,15.0,8.4,1.0,5.0,5.0,75.0,10.0,122.0,9.45657492526424,10.593636378477918,12.2,12.835887191776033,1.0,0.0,25.08094569055999,4.484354331515777,1.5880563074207699,0.28246085985742436,0.41513800220351965,0.3164241054804638,0.19808080808080808,75.0,1.1157750342935528,31.910154444650342,4.671123976077805,1.5086584870192552,25.23298201770655,2.0,39.0,11.377777777777778,29.999999998967663,0.7751290922347738,0.8926655300167496,0.1787952578840896,0.0,0.0,0.0,5.0,200.0,30.350714589708012,0.0,40.0,0.0,0.0,1.0,23.38921055328653,1.2097741595054055,3.6888794541139363,0.3163311593900851,0.4079234643512852,0.3273752922740409,0.312520325203252,75.0,30.350714589708012,30.350714589708012,30.350714589708012,30.350714589708012,30.350714589708012,40.0,40.0,19.000000000000004,23.948549306511463,0.7587678647427003,30350714.589708015,0.051723597298234454,1.0,1.0,23.38921055328653,20.89413966444377,3.2094824627403327,1.0,-1.0,-1.691735137273458,1.1202401865326224,10.593636378477918,1.5880563074207699,75,9.410017566874028,1.0,23.38921055328653,0.0,28.886883825987514,29.322682644547125,20.64257226954607
388,highway-fast-v0_GrayscaleObservation,5.0,40.0,1.05,40.0,3.2,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,,8.4,1.0,5.0,5.0,32768.0,10.0,113.0,8.22242223302845,9.584651662020072,11.3,12.264175471673585,1.0,0.0,23.181915043472934,3.861792247341819,1.5969906473188287,98.13679169445503,54.532458647548,98.13679169445503,0.12195121951219512,32768.0,0.9824417009602194,27.54000032031688,3.0836165084948313,0.9824417009602194,24.03335874787033,2.0,35.0,12.650214239948445,29.998496297171013,0.7276479852237566,0.857873782490881,0.16658641331026386,0.0,0.0,0.0,5.0,200.0,30.350714589708012,0.0,40.0,0.0,0.0,1.0,23.38921055328653,1.2097741595054055,3.6888794541139363,107.7317095500667,47.38100536286649,107.7317095500667,0.036585365853658534,32768.0,30.350714589708012,30.350714589708012,30.350714589708012,30.350714589708012,30.350714589708012,40.0,40.0,19.000000000000004,23.948549306511463,0.7587678647427003,30350714.589708015,0.051723597298234454,1.0,1.0,23.38921055328653,22.128292356679562,3.691212885733366,1.0,-1.0,0.2072955098135978,1.1656723803172429,9.584651662020072,1.5969906473188287,32768,9.79164799466484,1.0,23.38921055328653,0.0,28.686887835703033,29.41455096418003,13.417064905601318
389,highway-fast-v0_TimeToCollision,5.0,40.0,1.05,40.0,3.2,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,,8.4,1.0,5.0,5.0,90.0,10.0,99.0,7.0172561763143575,5.808308044455829,9.9,7.803204469959762,1.0,0.0,22.93463189300701,4.087288672707506,1.5823306737631389,0.2277268093781855,0.40052950527041636,0.2277268093781855,0.7413863404689093,90.0,0.9824417009602194,17.394398080112957,5.2749060809597434,1.131881646642758,14.43861643391953,2.0,25.0,10.24259829562086,29.998470333067456,0.7088137551832684,1.2081409791740503,0.17821469791015315,0.0,0.0,0.0,5.0,200.0,30.350714589708012,0.0,40.0,0.0,0.0,1.0,23.38921055328653,1.2097741595054055,3.6888794541139363,0.3688346883468835,0.47384604922180606,0.3688346883468835,0.6146341463414634,90.0,30.350714589708012,30.350714589708012,30.350714589708012,30.350714589708012,30.350714589708012,40.0,40.0,19.000000000000004,23.948549306511463,0.7587678647427003,30350714.589708015,0.051723597298234454,1.0,1.0,23.38921055328653,23.333458413393654,4.325153521827881,1.0,-1.0,0.4545786602795232,0.8277177105694308,5.808308044455829,1.5823306737631389,90,6.952828768783219,1.0,23.38921055328653,0.0,31.420430985497653,29.36579911822845,33.15731226618398
390,highway-fast-v0_Kinematics,5.0,40.0,1.15,40.0,3.1,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,15.0,9.2,1.0,5.0,5.0,75.0,10.0,151.0,11.62884934370713,9.783916905823226,15.1,12.169223475637217,0.9,0.1,23.98134979863566,4.456160777918439,1.607204299787161,0.2920370000045492,0.4425945324512165,0.3494963130595521,0.12853002070393374,75.0,0.9824417009602194,31.142773074797685,8.998267155656913,0.9974417009602193,22.65131928988056,2.0,40.0,10.24004427703928,29.999999992158358,0.7701224730931874,1.1885677553350924,0.18581775544403267,0.09999999999999998,0.1,2.398134979863565,5.0,200.0,30.96136015781456,0.0,40.0,0.0,0.0,1.0,20.893021513061527,2.749753893515182,3.654222095085939,0.22197530979063454,0.47735077560008393,0.336697799558562,0.29560975609756096,75.0,30.96136015781456,30.96136015781456,30.96136015781456,30.96136015781456,30.96136015781456,40.0,40.0,11.222202866820805,23.166509001227364,0.774034003945364,30961360.157814562,0.13161111044589838,1.0,1.0,20.893021513061527,19.33251081410743,2.662460969288257,0.9,-0.9,-3.088328285574132,0.8413485956604235,9.783916905823226,1.607204299787161,75,7.7404070800758955,0.9,18.494886533197963,0.1,28.686887835703033,27.604630650914864,28.786910698728388
391,highway-fast-v0_GrayscaleObservation,5.0,40.0,1.15,40.0,3.1,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,,9.2,1.0,5.0,5.0,32768.0,10.0,84.0,6.165305748366921,6.896386863065549,8.4,8.867919710958146,1.0,0.0,23.849294295563453,3.6171280751954424,1.600351688603827,93.93095884931849,56.97825646324325,93.93095884931849,0.1595744680851064,32768.0,0.9821320246470384,25.059627205868377,3.6904592849045272,0.9824107333289014,11.488790539022709,2.0,33.0,15.210169181527206,29.999973924524745,0.7339649700436811,0.8939905746000703,0.15166603584586064,0.0,0.0,0.0,5.0,200.0,30.96136015781456,0.0,40.0,0.0,0.0,1.0,20.893021513061527,2.749753893515182,3.654222095085939,107.73928163109755,47.33764718492595,107.73928163109755,0.036585365853658534,32768.0,30.96136015781456,30.96136015781456,30.96136015781456,30.96136015781456,30.96136015781456,40.0,40.0,11.222202866820805,23.166509001227364,0.774034003945364,30961360.157814562,0.13161111044589838,1.0,1.0,20.893021513061527,24.79605440944764,5.021868565747465,1.0,-1.0,-2.9562727825019266,1.1185796821694682,6.896386863065549,1.600351688603827,32768,10.290933075959106,1.0,20.893021513061527,0.0,28.713554502369696,28.728554502369697,13.64862226010979
392,highway-fast-v0_TimeToCollision,5.0,40.0,1.15,40.0,3.1,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,,9.2,1.0,5.0,5.0,90.0,10.0,48.0,3.2354287412576177,3.6005810555799562,4.8,4.512205669071391,1.0,0.0,23.242869300765317,5.5851666333587,1.5580994179469108,0.20383141762452106,0.3690942033776145,0.20383141762452106,0.7440613026819923,90.0,0.9821320246470384,10.917133053769506,0.9907750342935527,0.9824107333289014,9.339032555664016,2.0,14.0,10.389830818472793,29.99849635670089,0.6740476544286704,0.8985849208028888,0.24029590842637008,0.0,0.0,0.0,5.0,200.0,30.96136015781456,0.0,40.0,0.0,0.0,1.0,20.893021513061527,2.749753893515182,3.654222095085939,0.35853658536585364,0.4724542671723583,0.35853658536585364,0.6279132791327914,90.0,30.96136015781456,30.96136015781456,30.96136015781456,30.96136015781456,30.96136015781456,40.0,40.0,11.222202866820805,23.166509001227364,0.774034003945364,30961360.157814562,0.13161111044589838,1.0,1.0,20.893021513061527,27.725931416556943,9.569473805288016,1.0,-1.0,-2.3498477877037907,1.1128602205963538,3.6005810555799562,1.5580994179469108,90,10.238314029486455,1.0,20.893021513061527,0.0,29.860086133239527,27.7102725637554,24.375786570196503
